"month","game_name","language","has_older_device_model","age","mrr","paid_users","new_paid_users","new_mrr","churned_users","churned_revenue","expansion_mrr","contraction_mrr"
2022-08-01,game 3,uk,false,24,523.44,7,1,324.15,0,0,62.94,141.09
2022-08-01,game 3,uk,false,25,406.95,7,2,84.03,2,70.95,141.33,29.04
2022-08-01,game 3,uk,false,26,40.95,2,0,0,1,14.64,0,9.18
2022-08-01,game 3,uk,false,27,41.94,1,0,0,0,0,0,5.07
2022-08-01,game 3,uk,false,28,162.78,6,2,44.04,3,48.87,46.38,5.55
2022-08-01,game 3,uk,false,29,13.59,1,0,0,0,0,0,0
2022-08-01,game 3,uk,false,30,59.88,4,1,13.29,3,46.59,1.29,3.93
2022-08-01,game 3,uk,false,31,71.04,2,1,30.21,0,0,0,11.94
2022-08-01,game 3,uk,false,32,219.15,6,5,193.02,0,0,11.40,0
2022-08-01,game 3,uk,false,33,13.98,1,1,13.98,0,0,0,0
2022-08-01,game 3,uk,false,34,12.18,1,1,12.18,0,0,0,0
2022-08-01,game 3,uk,false,36,26.31,1,0,0,1,26.31,0,0
2022-08-01,game 3,uk,false,37,39.48,1,0,0,1,39.48,22.32,0
2022-08-01,game 3,uk,false,38,87.84,2,0,0,0,0,38.10,12.66
2022-08-01,game 3,uk,false,41,13.74,1,1,13.74,1,13.74,0,0
2022-08-01,game 3,uk,false,42,14.73,1,1,14.73,1,14.73,0,0
2022-08-01,game 3,uk,false,44,12.45,1,1,12.45,1,12.45,0,0
2022-08-01,game 3,uk,true,14,35.79,1,0,0,1,35.79,22.89,0
2022-08-01,game 3,uk,true,17,16.05,1,1,16.05,1,16.05,0,0
2022-08-01,game 3,uk,true,18,185.55,4,2,69.66,0,0,0,63.15
2022-08-01,game 3,uk,true,19,25.83,1,1,25.83,1,25.83,0,0
2022-08-01,game 3,uk,true,20,16.56,1,0,0,0,0,0,72.72
2022-08-01,game 3,uk,true,21,17.16,1,0,0,0,0,1.38,0
2022-09-01,game 2,en,false,35,33.57,1,1,33.57,0,0,0,0
2022-09-01,game 3,en,false,16,252.66,1,0,0,0,0,47.61,0
2022-09-01,game 3,en,false,20,35.67,1,0,0,1,35.67,0,22.35
2022-09-01,game 3,en,false,25,70.14,1,0,0,0,0,0,8.25
2022-09-01,game 3,en,false,28,18.33,1,1,18.33,0,0,0,0
2022-09-01,game 3,ru,false,14,49.50,1,0,0,0,0,29.70,0
2022-09-01,game 3,ru,false,15,74.37,3,1,35.28,1,35.28,0,68.16
2022-09-01,game 3,ru,false,16,18.72,1,0,0,1,18.72,0,78.36
2022-09-01,game 3,ru,false,17,130.41,4,0,0,0,0,0,148.71
2022-09-01,game 3,ru,false,18,156.30,5,1,14.04,1,21.51,47.43,75.18
2022-09-01,game 3,ru,false,19,109.08,3,0,0,1,50.91,9.60,15.96
2022-09-01,game 3,ru,false,20,66.87,2,0,0,1,23.34,0,24.57
2022-09-01,game 3,ru,false,21,53.52,1,0,0,0,0,36.12,0
2022-09-01,game 3,ru,false,22,95.58,3,0,0,1,13.8,0,45.21
2022-09-01,game 3,ru,false,23,183.03,4,0,0,2,103.56,26.13,74.37
2022-09-01,game 3,ru,false,24,167.43,4,1,43.83,2,87.87,47.28,30.66
2022-09-01,game 3,ru,false,25,149.28,4,1,28.32,0,0,0,26.64
2022-09-01,game 3,ru,false,27,47.37,2,1,15.33,2,47.37,0,15.09
2022-09-01,game 3,ru,false,31,44.70,1,0,0,0,0,0,8.58
2022-09-01,game 3,ru,false,32,90.87,1,0,0,0,0,0,13.83
2022-09-01,game 3,ru,false,33,43.29,1,1,43.29,1,43.29,0,0
2022-09-01,game 3,ru,false,34,98.61,2,0,0,0,0,66.06,0
2022-09-01,game 3,ru,false,37,16.98,1,0,0,1,16.98,0,25.89
2022-09-01,game 3,ru,true,20,79.08,1,0,0,0,0,41.85,0
2022-09-01,game 3,ru,true,21,32.70,1,0,0,0,0,20.10,0
2022-09-01,game 3,ru,true,24,20.91,1,0,0,0,0,0,15.36
2022-09-01,game 3,ru,true,26,90.09,1,0,0,0,0,49.26,0
2022-09-01,game 3,uk,false,14,87.60,2,0,0,0,0,0,40.89
2022-09-01,game 3,uk,false,15,221.55,5,1,42.54,1,42.54,5.94,96.78
2022-09-01,game 3,uk,false,16,642.87,11,2,156.87,0,0,146.70,57.24
2022-09-01,game 3,uk,false,17,119.73,3,0,0,1,55.17,33.30,0
2022-09-01,game 3,uk,false,18,249.27,6,1,13.2,1,19.56,91.56,32.10
2022-09-01,game 3,uk,false,19,364.41,9,2,104.07,5,200.37,24.33,312.75
2022-09-01,game 3,uk,false,20,559.86,13,2,47.91,2,58.86,69.96,88.56
2022-09-01,game 3,uk,false,21,428.91,7,2,169.38,2,121.35,17.37,25.11
2022-09-01,game 3,uk,false,22,374.22,5,3,201.36,0,0,45.03,19.86
2022-09-01,game 3,uk,false,23,187.62,7,2,30.33,0,0,15.90,50.73
2022-09-01,game 3,uk,false,24,379.05,7,0,0,1,50.19,9.87,154.26
2022-09-01,game 3,uk,false,25,628.62,10,5,211.47,2,119.55,179.64,98.49
2022-09-01,game 3,uk,false,26,57.15,2,0,0,1,26.64,4.20,0
2022-09-01,game 3,uk,false,27,64.95,1,0,0,1,64.95,23.01,0
2022-09-01,game 3,uk,false,28,147.51,4,0,0,2,90.51,16.20,10.53
2022-09-01,game 3,uk,false,29,72.33,3,1,15.72,1,15.06,27.96,0
2022-09-01,game 3,uk,false,30,148.08,6,2,27.69,3,76.47,30.63,0
2022-09-01,game 3,uk,false,31,98.79,2,0,0,1,63.30,33.09,5.34
2022-09-01,game 3,uk,false,32,230.43,6,0,0,2,39.45,39.09,27.81
2022-09-01,game 3,uk,false,33,49.50,3,2,33.45,0,0,2.07,0
2022-09-01,game 3,uk,false,34,71.88,2,1,36.45,1,35.43,23.25,0
2022-09-01,game 3,uk,false,38,71.40,2,0,0,0,0,3.39,19.83
2022-09-01,game 3,uk,false,39,14.88,1,1,14.88,1,14.88,0,0
2022-09-01,game 3,uk,false,44,15.21,1,0,0,0,0,0,0
2022-09-01,game 3,uk,true,18,351.42,6,2,50.79,1,103.62,117.54,2.46
2022-09-01,game 3,uk,true,20,18.24,1,0,0,1,18.24,1.68,0
2022-09-01,game 3,uk,true,21,19.74,1,0,0,1,19.74,2.58,0
2022-09-01,game 3,uk,true,25,18.12,1,1,18.12,0,0,0,0
2022-10-01,game 1,uk,true,21,25.71,1,1,25.71,1,25.71,0,0
2022-10-01,game 2,en,false,35,12.69,1,0,0,1,12.69,0,20.88
2022-10-01,game 2,ru,true,21,12.24,1,1,12.24,1,12.24,0,0
2022-10-01,game 2,uk,false,18,36.57,1,0,0,1,36.57,0,0
2022-10-01,game 2,uk,false,21,47.46,1,1,47.46,1,47.46,0,0
2022-10-01,game 3,en,false,16,130.92,1,0,0,1,130.92,0,121.74
2022-10-01,game 3,en,false,25,49.08,1,0,0,0,0,0,21.06
2022-10-01,game 3,en,false,28,25.77,1,0,0,0,0,7.44,0
2022-10-01,game 3,ru,false,14,14.91,1,0,0,0,0,0,34.59
2022-10-01,game 3,ru,false,15,183.66,2,0,0,0,0,144.57,0
2022-10-01,game 3,ru,false,16,219.96,3,3,219.96,0,0,0,0
2022-10-01,game 3,ru,false,17,238.44,5,1,37.08,3,155.16,102.18,31.23
2022-10-01,game 3,ru,false,18,364.68,5,0,0,1,42.90,211.44,24.45
2022-10-01,game 3,ru,false,19,182.67,5,1,14.4,3,85.92,33.48,14.70
2022-10-01,game 3,ru,false,20,175.38,3,0,0,0,0,75.09,0
2022-10-01,game 3,ru,false,21,64.11,2,1,25.89,0,0,0,15.30
2022-10-01,game 3,ru,false,22,219.90,4,1,74.28,2,108.18,14.73,45.60
2022-10-01,game 3,ru,false,23,115.08,2,0,0,1,59.28,35.61,0
2022-10-01,game 3,ru,false,24,31.20,2,0,0,0,0,1.74,50.10
2022-10-01,game 3,ru,false,25,201.03,5,1,27.0,1,27.0,48.09,23.34
2022-10-01,game 3,ru,false,26,28.95,1,1,28.95,0,0,0,0
2022-10-01,game 3,ru,false,28,23.31,1,1,23.31,1,23.31,0,0
2022-10-01,game 3,ru,false,29,59.79,2,1,43.68,1,16.11,0,0
2022-10-01,game 3,ru,false,30,17.16,1,0,0,1,17.16,0,0
2022-10-01,game 3,ru,false,31,16.05,1,0,0,1,16.05,0,28.65
2022-10-01,game 3,ru,false,32,77.64,1,0,0,1,77.64,0,13.23
2022-10-01,game 3,ru,false,33,18.78,1,1,18.78,1,18.78,0,0
2022-10-01,game 3,ru,false,34,113.04,3,0,0,1,31.8,5.61,22.98
2022-10-01,game 3,ru,false,37,47.79,1,0,0,0,0,0,0
2022-10-01,game 3,ru,false,44,12.6,1,1,12.6,1,12.6,0,0
2022-10-01,game 3,ru,true,20,167.43,2,0,0,0,0,57.78,0
2022-10-01,game 3,ru,true,21,27.30,1,0,0,0,0,0,5.40
2022-10-01,game 3,ru,true,24,19.02,1,0,0,0,0,0,1.89
2022-10-01,game 3,ru,true,26,17.82,1,0,0,1,17.82,0,72.27
2022-10-01,game 3,uk,false,14,195.60,5,2,53.34,2,73.68,41.04,33.84
2022-10-01,game 3,uk,false,15,222.30,5,1,36.75,4,183.90,39.84,33.30
2022-10-01,game 3,uk,false,16,761.04,13,0,0,4,133.20,128.13,205.11
2022-10-01,game 3,uk,false,17,175.02,5,3,138.63,0,0,3.24,31.41
2022-10-01,game 3,uk,false,18,282.66,6,1,15.48,3,149.40,81.39,43.92
2022-10-01,game 3,uk,false,19,624.48,10,6,320.91,2,90.39,155.10,15.57
2022-10-01,game 3,uk,false,20,582.60,11,0,0,2,81.99,214.41,132.81
2022-10-01,game 3,uk,false,21,408.63,6,1,24.96,1,32.85,177.45,101.34
2022-10-01,game 3,uk,false,22,242.67,5,0,0,0,0,18.99,150.54
2022-10-01,game 3,uk,false,23,276.39,9,2,31.29,3,137.40,123.42,65.94
2022-10-01,game 3,uk,false,24,644.94,8,1,19.17,3,273.72,286.41,61.41
2022-10-01,game 3,uk,false,25,660.51,13,2,73.74,6,231.36,112.26,153.24
2022-10-01,game 3,uk,false,26,78.33,4,2,28.20,1,18.0,1.62,0
2022-10-01,game 3,uk,false,28,73.98,2,0,0,0,0,33.84,16.86
2022-10-01,game 3,uk,false,29,39.72,3,0,0,1,13.23,0,31.14
2022-10-01,game 3,uk,false,30,109.20,3,0,0,0,0,60.45,22.86
2022-10-01,game 3,uk,false,31,35.73,1,0,0,0,0,0.24,0
2022-10-01,game 3,uk,false,32,138.27,4,0,0,1,16.86,21.48,74.19
2022-10-01,game 3,uk,false,33,52.98,3,0,0,2,35.34,4.89,1.41
2022-10-01,game 3,uk,false,34,19.23,1,0,0,0,0,0,17.22
2022-10-01,game 3,uk,false,37,12.33,1,0,0,1,12.33,0,0
2022-10-01,game 3,uk,false,38,143.19,2,0,0,1,16.35,77.31,5.52
2022-10-01,game 3,uk,false,40,12.51,1,1,12.51,1,12.51,0,0
2022-10-01,game 3,uk,false,44,34.44,1,0,0,1,34.44,19.23,0
2022-10-01,game 3,uk,true,14,39.75,2,1,12.75,1,12.75,0,0
2022-10-01,game 3,uk,true,15,18.84,1,1,18.84,1,18.84,0,0
2022-10-01,game 3,uk,true,18,291.57,5,0,0,2,120.36,99.33,55.56
2022-10-01,game 3,uk,true,19,19.65,1,0,0,0,0,0,0
2022-10-01,game 3,uk,true,21,126.06,2,1,69.78,2,126.06,0,0
2022-10-01,game 3,uk,true,25,23.1,1,0,0,0,0,4.98,0
2022-11-01,game 1,uk,false,26,30.54,1,1,30.54,1,30.54,0,0
2022-11-01,game 3,en,false,25,376.56,1,0,0,0,0,327.48,0
2022-11-01,game 3,en,false,28,122.97,1,0,0,0,0,97.20,0
2022-11-01,game 3,ru,false,14,29.22,1,0,0,0,0,14.31,0
2022-11-01,game 3,ru,false,15,152.43,2,0,0,0,0,73.44,104.67
2022-11-01,game 3,ru,false,16,270.60,4,1,119.55,1,43.08,0,68.91
2022-11-01,game 3,ru,false,17,155.25,2,0,0,0,0,71.97,0
2022-11-01,game 3,ru,false,18,210.66,6,0,0,5,148.11,7.44,175.41
2022-11-01,game 3,ru,false,19,172.20,2,0,0,0,0,78.33,2.88
2022-11-01,game 3,ru,false,20,79.29,3,0,0,2,50.16,0.54,96.63
2022-11-01,game 3,ru,false,21,146.31,3,1,29.22,1,29.34,61.86,8.88
2022-11-01,game 3,ru,false,22,168.39,2,0,0,0,0,56.67,0
2022-11-01,game 3,ru,false,23,162.57,2,0,0,1,148.14,92.34,0
2022-11-01,game 3,ru,false,24,308.58,5,1,21.24,0,0,109.29,0
2022-11-01,game 3,ru,false,25,218.55,4,0,0,1,14.19,121.20,76.68
2022-11-01,game 3,ru,false,26,74.73,2,0,0,2,74.73,7.98,0
2022-11-01,game 3,ru,false,27,21.45,1,0,0,0,0,0,0
2022-11-01,game 3,ru,false,29,17.28,1,0,0,0,0,0,26.40
2022-11-01,game 3,ru,false,34,56.22,2,0,0,2,56.22,14.04,39.06
2022-11-01,game 3,ru,false,37,54.81,2,0,0,1,27.63,0,20.16
2022-11-01,game 3,ru,false,43,13.86,1,0,0,1,13.86,0,0
2022-11-01,game 3,ru,true,14,32.16,1,1,32.16,0,0,0,0
2022-11-01,game 3,ru,true,20,90.03,2,0,0,1,31.08,0.51,77.91
2022-11-01,game 3,ru,true,21,45.24,1,0,0,0,0,17.94,0
2022-11-01,game 3,ru,true,24,20.97,1,0,0,1,20.97,1.95,0
2022-11-01,game 3,uk,false,14,192.12,3,0,0,0,0,110.70,40.50
2022-11-01,game 3,uk,false,15,62.07,1,0,0,0,0,23.67,0
2022-11-01,game 3,uk,false,16,576.45,9,0,0,2,79.62,145.35,196.74
2022-11-01,game 3,uk,false,17,169.35,6,1,50.82,2,62.52,20.79,77.28
2022-11-01,game 3,uk,false,18,216.93,4,0,0,1,12.51,37.65,59.97
2022-11-01,game 3,uk,false,19,601.41,11,2,87.33,2,73.89,94.38,147.96
2022-11-01,game 3,uk,false,20,403.92,10,0,0,0,0,38.07,158.04
2022-11-01,game 3,uk,false,21,277.98,8,1,33.33,3,106.26,0,218.58
2022-11-01,game 3,uk,false,22,350.85,7,1,15.3,0,0,56.91,27.24
2022-11-01,game 3,uk,false,23,251.37,7,1,15.51,2,37.53,118.38,21.51
2022-11-01,game 3,uk,false,24,261.51,6,0,0,3,64.92,2.43,124.26
2022-11-01,game 3,uk,false,25,404.85,10,0,0,1,59.04,89.82,213.24
2022-11-01,game 3,uk,false,26,153.45,4,1,12.6,1,26.76,94.98,14.46
2022-11-01,game 3,uk,false,27,121.11,2,1,17.19,1,17.19,0,0
2022-11-01,game 3,uk,false,28,210.63,9,6,138.24,6,149.01,3.48,46.77
2022-11-01,game 3,uk,false,29,118.62,3,0,0,1,30.48,62.97,0
2022-11-01,game 3,uk,false,30,188.70,7,0,0,4,144.78,23.70,8.61
2022-11-01,game 3,uk,false,31,176.10,3,1,58.17,2,117.93,37.20,0
2022-11-01,game 3,uk,false,32,107.31,4,0,0,3,79.89,5.82,39.75
2022-11-01,game 3,uk,false,33,30.78,1,0,0,1,30.78,13.14,0
2022-11-01,game 3,uk,false,34,87.66,3,2,73.92,1,20.85,0,5.49
2022-11-01,game 3,uk,false,35,15.66,1,1,15.66,1,15.66,0,0
2022-11-01,game 3,uk,false,36,25.35,2,0,0,2,25.35,0,0
2022-11-01,game 3,uk,false,38,14.85,1,0,0,1,14.85,0,111.99
2022-11-01,game 3,uk,false,39,26.94,2,1,13.65,2,26.94,0,0
2022-11-01,game 3,uk,false,40,29.22,1,0,0,0,0,0,0
2022-11-01,game 3,uk,true,14,49.92,1,0,0,0,0,22.92,0
2022-11-01,game 3,uk,true,18,91.47,3,0,0,2,61.77,0,79.74
2022-11-01,game 3,uk,true,19,26.52,1,0,0,0,0,6.87,0
2022-11-01,game 3,uk,true,20,48.39,2,1,17.13,0,0,0,0
2022-11-01,game 3,uk,true,25,102.63,3,2,80.97,0,0,0,1.44
2022-12-01,game 1,uk,false,20,13.14,1,1,13.14,1,13.14,0,0
2022-12-01,game 2,uk,false,30,15.93,1,1,15.93,1,15.93,0,0
2022-12-01,game 3,en,false,24,82.14,1,1,82.14,1,82.14,0,0
2022-12-01,game 3,en,false,25,119.94,1,0,0,1,119.94,0,256.62
2022-12-01,game 3,en,false,28,32.79,1,0,0,1,32.79,0,90.18
2022-12-01,game 3,en,false,29,45.06,1,1,45.06,1,45.06,0,0
2022-12-01,game 3,ru,false,14,34.14,1,0,0,1,34.14,4.92,0
2022-12-01,game 3,ru,false,15,166.89,4,0,0,4,166.89,4.71,29.97
2022-12-01,game 3,ru,false,16,251.07,4,1,17.07,4,251.07,40.83,34.35
2022-12-01,game 3,ru,false,17,315.36,5,2,134.79,5,315.36,68.34,59.97
2022-12-01,game 3,ru,false,18,82.41,1,0,0,1,82.41,19.86,0
2022-12-01,game 3,ru,false,19,191.97,3,1,62.82,3,191.97,45.33,88.38
2022-12-01,game 3,ru,false,20,106.23,2,0,0,2,106.23,0,15.00
2022-12-01,game 3,ru,false,21,95.16,2,0,0,2,95.16,0,21.81
2022-12-01,game 3,ru,false,22,133.08,3,0,0,3,133.08,0,139.77
2022-12-01,game 3,ru,false,23,73.92,3,0,0,3,73.92,26.73,0
2022-12-01,game 3,ru,false,24,262.47,5,0,0,5,262.47,39.09,85.20
2022-12-01,game 3,ru,false,25,373.14,5,1,78.00,5,373.14,105.96,85.14
2022-12-01,game 3,ru,false,27,12.72,1,0,0,1,12.72,0,8.73
2022-12-01,game 3,ru,false,29,62.97,2,0,0,2,62.97,33.00,0
2022-12-01,game 3,ru,false,37,41.94,1,0,0,1,41.94,14.76,0
2022-12-01,game 3,ru,true,14,39.66,1,0,0,1,39.66,7.50,0
2022-12-01,game 3,ru,true,20,47.13,1,0,0,1,47.13,0,11.82
2022-12-01,game 3,ru,true,21,20.88,1,0,0,1,20.88,0,24.36
2022-12-01,game 3,ru,true,26,16.47,1,0,0,1,16.47,0,0
2022-12-01,game 3,uk,false,14,319.80,6,3,138.93,6,319.80,29.55,40.80
2022-12-01,game 3,uk,false,15,154.65,4,1,16.08,4,154.65,0,44.55
2022-12-01,game 3,uk,false,16,565.74,12,2,43.23,12,565.74,168.00,254.76
2022-12-01,game 3,uk,false,17,323.37,5,1,24.51,5,323.37,192.03,0
2022-12-01,game 3,uk,false,18,288.90,6,2,100.89,6,288.90,14.97,70.77
2022-12-01,game 3,uk,false,19,710.37,14,2,84.90,14,710.37,137.76,158.64
2022-12-01,game 3,uk,false,20,435.33,13,1,32.94,13,435.33,82.38,137.16
2022-12-01,game 3,uk,false,21,186.99,5,0,0,5,186.99,65.43,50.16
2022-12-01,game 3,uk,false,22,505.71,8,1,76.14,8,505.71,152.85,74.13
2022-12-01,game 3,uk,false,23,298.92,9,2,49.86,9,298.92,2.85,82.62
2022-12-01,game 3,uk,false,24,352.38,4,0,0,4,352.38,129.30,76.35
2022-12-01,game 3,uk,false,25,590.13,12,1,75.39,12,590.13,156.24,66.96
2022-12-01,game 3,uk,false,26,85.98,5,1,16.5,5,85.98,0.78,71.13
2022-12-01,game 3,uk,false,27,40.02,2,1,22.8,2,40.02,0,86.70
2022-12-01,game 3,uk,false,28,101.13,3,0,0,3,101.13,49.56,10.05
2022-12-01,game 3,uk,false,29,50.1,2,0,0,2,50.1,7.44,45.48
2022-12-01,game 3,uk,false,30,140.19,5,2,82.74,5,140.19,18.87,5.34
2022-12-01,game 3,uk,false,31,48.42,2,1,17.28,2,48.42,0,27.03
2022-12-01,game 3,uk,false,32,30.51,2,0,0,2,30.51,0,10.53
2022-12-01,game 3,uk,false,34,30.24,2,0,0,2,30.24,2.16,38.73
2022-12-01,game 3,uk,false,38,46.38,1,0,0,1,46.38,0,0
2022-12-01,game 3,uk,false,40,25.83,1,0,0,1,25.83,0,3.39
2022-12-01,game 3,uk,false,44,22.14,1,0,0,1,22.14,0,0
2022-12-01,game 3,uk,true,14,27.42,1,0,0,1,27.42,0,22.50
2022-12-01,game 3,uk,true,18,130.44,3,0,0,3,130.44,0,10.80
2022-12-01,game 3,uk,true,19,33.81,1,0,0,1,33.81,7.29,0
2022-12-01,game 3,uk,true,20,88.74,2,0,0,2,88.74,49.86,9.51
2022-12-01,game 3,uk,true,21,51.42,2,1,24.69,2,51.42,0,0
2022-12-01,game 3,uk,true,22,12.09,1,1,12.09,1,12.09,0,0
2022-12-01,game 3,uk,true,25,106.02,3,0,0,3,106.02,34.68,31.29
